292
308.687 -64.2541 789.216
308.816 -64.339 824.565
320.454 -64.4951 794.294
308.687 -64.2541 789.216
276.32 -64.2541 814.729
308.816 -64.339 824.565
308.687 -64.2541 789.216
274.992 -64.254 767.741
276.32 -64.2541 814.729
276.32 -64.2541 814.729
249.343 -64.2559 830.346
308.816 -64.339 824.565
276.32 -64.2541 814.729
226.063 -64.2541 788
249.343 -64.2559 830.346
226.063 -64.2541 788
276.32 -64.2541 814.729
274.992 -64.254 767.741
274.992 -64.254 767.741
308.687 -64.2541 789.216
307.083 -64.2541 728.057
307.083 -64.2541 728.057
308.687 -64.2541 789.216
316.602 -64.3521 746.98
316.602 -64.3521 746.98
308.687 -64.2541 789.216
320.454 -64.4951 794.294
274.992 -64.254 767.741
233.804 -64.2541 739.147
226.063 -64.2541 788
226.063 -64.2541 788
192.828 -64.2541 802.187
249.343 -64.2559 830.346
226.063 -64.2541 788
185.467 -64.2541 771.006
192.828 -64.2541 802.187
185.467 -64.2541 771.006
226.063 -64.2541 788
233.804 -64.2541 739.147
233.804 -64.2541 739.147
274.992 -64.254 767.741
307.083 -64.2541 728.057
233.804 -64.2541 739.147
307.083 -64.2541 728.057
257.849 -64.2541 691.246
307.083 -64.2541 728.057
316.602 -64.3521 746.98
307.979 -64.2541 697.054
307.979 -64.2541 697.054
257.849 -64.2541 691.246
307.083 -64.2541 728.057
307.979 -64.2541 697.054
272.155 -64.2539 664.757
257.849 -64.2541 691.246
272.155 -64.2539 664.757
307.979 -64.2541 697.054
305.779 -64.2541 661.219
305.779 -64.2541 661.219
274.494 -63.6004 635.622
272.155 -64.2539 664.757
274.494 -63.6004 635.622
240.374 -64.2509 649.918
272.155 -64.2539 664.757
240.374 -64.2509 649.918
257.849 -64.2541 691.246
272.155 -64.2539 664.757
240.374 -64.2509 649.918
214.797 -64.2541 677.852
257.849 -64.2541 691.246
214.797 -64.2541 677.852
226.81 -64.2541 708.956
257.849 -64.2541 691.246
226.81 -64.2541 708.956
233.804 -64.2541 739.147
257.849 -64.2541 691.246
226.81 -64.2541 708.956
197.039 -64.2541 727.303
233.804 -64.2541 739.147
197.039 -64.2541 727.303
185.467 -64.2541 771.006
233.804 -64.2541 739.147
214.797 -64.2541 677.852
176.93 -64.2541 698.844
226.81 -64.2541 708.956
176.93 -64.2541 698.844
197.039 -64.2541 727.303
226.81 -64.2541 708.956
176.93 -64.2541 698.844
135.966 -64.2541 718.72
197.039 -64.2541 727.303
197.039 -64.2541 727.303
135.966 -64.2541 718.72
155.455 -64.2541 771.324
155.455 -64.2541 771.324
185.467 -64.2541 771.006
197.039 -64.2541 727.303
155.455 -64.2541 771.324
137.97 -64.2541 802.677
185.467 -64.2541 771.006
137.97 -64.2541 802.677
187.47 -64.2541 803.632
185.467 -64.2541 771.006
187.47 -64.2541 803.632
192.828 -64.2541 802.187
185.467 -64.2541 771.006
187.47 -64.2541 803.632
137.97 -64.2541 802.677
160.171 -64.2851 832.4
187.47 -64.2541 803.632
160.171 -64.2851 832.4
195.389 -64.2576 823.394
192.828 -64.2541 802.187
187.47 -64.2541 803.632
195.389 -64.2576 823.394
195.389 -64.2576 823.394
249.343 -64.2559 830.346
192.828 -64.2541 802.187
160.171 -64.2851 832.4
137.97 -64.2541 802.677
105.929 -64.254 825.032
