6048
342.483 -169.843 861.73
342.173 -168.946 848.355
325.056 -167.382 863.187
328.417 -153.822 852.432
308.177 -160.664 862.827
325.056 -167.382 863.187
328.417 -153.822 852.432
308.92 -101.516 847.628
308.177 -160.664 862.827
308.92 -101.516 847.628
285.252 -107.703 857.28
308.177 -160.664 862.827
328.417 -153.822 852.432
326.173 -102.625 836.756
308.92 -101.516 847.628
342.173 -168.946 848.355
328.417 -153.822 852.432
325.056 -167.382 863.187
342.173 -168.946 848.355
336.485 -157.368 844.927
328.417 -153.822 852.432
326.173 -102.625 836.756
336.485 -157.368 844.927
328.417 -153.822 852.432
336.485 -157.368 844.927
338.182 -153.376 833.868
326.173 -102.625 836.756
336.485 -157.368 844.927
343.352 -167.829 838.053
342.173 -168.946 848.355
343.352 -167.829 838.053
344.652 -166.268 827.889
338.182 -153.376 833.868
338.182 -153.376 833.868
343.352 -167.829 838.053
336.485 -157.368 844.927
344.652 -166.268 827.889
344.968 -166.823 810.161
341.463 -148.482 821.995
341.463 -148.482 821.995
338.182 -153.376 833.868
344.652 -166.268 827.889
341.463 -148.482 821.995
332.714 -100.781 824.662
338.182 -153.376 833.868
332.714 -100.781 824.662
326.173 -102.625 836.756
338.182 -153.376 833.868
332.714 -100.781 824.662
335.397 -104.058 806.385
341.463 -148.482 821.995
335.397 -104.058 806.385
341.684 -109.101 788.484
344.01 -156.022 807.427
344.01 -156.022 807.427
341.463 -148.482 821.995
335.397 -104.058 806.385
344.01 -156.022 807.427
344.968 -166.823 810.161
341.463 -148.482 821.995
341.684 -109.101 788.484
343.85 -80.1366 775.814
334.007 -75.0474 786.857
334.007 -75.0474 786.857
328.854 -70.5049 806.282
341.684 -109.101 788.484
328.854 -70.5049 806.282
335.397 -104.058 806.385
341.684 -109.101 788.484
328.854 -70.5049 806.282
327.42 -70.7462 824.767
335.397 -104.058 806.385
327.42 -70.7462 824.767
332.714 -100.781 824.662
335.397 -104.058 806.385
290.463 -73.6795 847.956
285.252 -107.703 857.28
308.92 -101.516 847.628
308.92 -101.516 847.628
301.219 -73.6103 840.784
290.463 -73.6795 847.956
326.173 -102.625 836.756
314.561 -74.0044 832.365
308.92 -101.516 847.628
314.561 -74.0044 832.365
301.219 -73.6103 840.784
308.92 -101.516 847.628
332.714 -100.781 824.662
314.561 -74.0044 832.365
326.173 -102.625 836.756
327.42 -70.7462 824.767
314.561 -74.0044 832.365
332.714 -100.781 824.662
314.561 -74.0044 832.365
