174
401.964 -208.047 -96.2478
410.306 -208.043 -90.706
409.381 -208.052 -96.1349
409.381 -208.052 -96.1349
410.306 -208.043 -90.706
412.505 -208.047 -91.968
412.505 -208.047 -91.968
410.306 -208.043 -90.706
412.206 -208.037 -87.048
412.206 -208.037 -87.048
408.649 -208.035 -87.4305
409.78 -208.029 -83.3571
408.649 -208.035 -87.4305
412.206 -208.037 -87.048
410.306 -208.043 -90.706
408.649 -208.035 -87.4305
405.398 -208.03 -85.8292
409.78 -208.029 -83.3571
405.398 -208.03 -85.8292
405.274 -208.025 -82.8943
409.78 -208.029 -83.3571
403.575 -208.027 -84.841
402.815 -208.031 -87.1499
398.663 -208.025 -85.9546
402.815 -208.031 -87.1499
403.015 -208.036 -90.2134
398.663 -208.025 -85.9546
403.015 -208.036 -90.2134
405.603 -208.038 -89.8212
401.964 -208.047 -96.2478
405.603 -208.038 -89.8212
410.306 -208.043 -90.706
401.964 -208.047 -96.2478
408.649 -208.035 -87.4305
410.306 -208.043 -90.706
405.603 -208.038 -89.8212
405.603 -208.038 -89.8212
405.398 -208.03 -85.8292
408.649 -208.035 -87.4305
401.964 -208.047 -96.2478
393.916 -208.039 -95.1992
396.335 -208.03 -89.2979
403.015 -208.036 -90.2134
401.964 -208.047 -96.2478
396.335 -208.03 -89.2979
403.015 -208.036 -90.2134
396.335 -208.03 -89.2979
398.663 -208.025 -85.9546
405.274 -208.025 -82.8943
405.398 -208.03 -85.8292
403.575 -208.027 -84.841
403.575 -208.027 -84.841
401.5 -208.02 -82.1594
405.274 -208.025 -82.8943
401.5 -208.02 -82.1594
395.95 -208.022 -85.3444
395.002 -208.015 -82.0924
398.663 -208.025 -85.9546
401.5 -208.02 -82.1594
403.575 -208.027 -84.841
398.663 -208.025 -85.9546
395.95 -208.022 -85.3444
401.5 -208.02 -82.1594
395.95 -208.022 -85.3444
391.197 -208.019 -85.2891
395.002 -208.015 -82.0924
396.335 -208.03 -89.2979
395.95 -208.022 -85.3444
398.663 -208.025 -85.9546
395.95 -208.022 -85.3444
396.335 -208.03 -89.2979
391.197 -208.019 -85.2891
391.197 -208.019 -85.2891
389.608 -208 -76.2372
395.002 -208.015 -82.0924
389.608 -208 -76.2372
394.833 -208.004 -75.9185
395.002 -208.015 -82.0924
389.974 -208.023 -88.2902
391.197 -208.019 -85.2891
396.335 -208.03 -89.2979
396.335 -208.03 -89.2979
393.916 -208.039 -95.1992
391.723 -208.031 -92.0597
391.723 -208.031 -92.0597
389.974 -208.023 -88.2902
396.335 -208.03 -89.2979
389.974 -208.023 -88.2902
391.723 -208.031 -92.0597
389.105 -208.029 -91.7795
389.974 -208.023 -88.2902
386.323 -208.02 -87.9085
391.197 -208.019 -85.2891
386.323 -208.02 -87.9085
386.215 -208.026 -91.4652
383.213 -208.022 -90.4243
389.608 -208 -76.2372
391.197 -208.019 -85.2891
384.504 -207.997 -76.5881
384.504 -207.997 -76.5881
391.197 -208.019 -85.2891
384.004 -208.008 -82.6118
384.004 -208.008 -82.6118
375.915 -208.011 -87.4741
376.152 -208.002 -82.4036
384.004 -208.008 -82.6118
391.197 -208.019 -85.2891
386.323 -208.02 -87.9085
386.323 -208.02 -87.9085
375.915 -208.011 -87.4741
384.004 -208.008 -82.6118
376.152 -208.002 -82.4036
372.004 -207.987 -76.1255
375.575 -207.99 -76.3259
372.004 -207.987 -76.1255
376.152 -208.002 -82.4036
371.665 -208 -83.3236
371.665 -208 -83.3236
376.152 -208.002 -82.4036
373.6 -208.004 -84.6671
373.6 -208.004 -84.6671
376.152 -208.002 -82.4036
375.915 -208.011 -87.4741
373.6 -208.004 -84.6671
375.915 -208.011 -87.4741
373.216 -208.024 -95.2345
375.915 -208.011 -87.4741
386.323 -208.02 -87.9085
383.213 -208.022 -90.4243
372.746 -208.04 -104.012
373.216 -208.024 -95.2345
382.328 -208.033 -96.7514
372.746 -208.04 -104.012
382.328 -208.033 -96.7514
382.287 -208.046 -103.806
382.287 -208.046 -103.806
382.328 -208.033 -96.7514
385.765 -208.049 -103.833
385.765 -208.049 -103.833
382.328 -208.033 -96.7514
385.832 -208.036 -96.6862
373.216 -208.024 -95.2345
375.915 -208.011 -87.4741
383.213 -208.022 -90.4243
373.216 -208.024 -95.2345
383.213 -208.022 -90.4243
382.328 -208.033 -96.7514
385.832 -208.036 -96.6862
382.328 -208.033 -96.7514
383.213 -208.022 -90.4243
386.215 -208.026 -91.4652
385.832 -208.036 -96.6862
383.213 -208.022 -90.4243
385.832 -208.036 -96.6862
386.215 -208.026 -91.4652
392.566 -208.042 -97.4631
389.105 -208.029 -91.7795
392.566 -208.042 -97.4631
386.215 -208.026 -91.4652
392.566 -208.042 -97.4631
389.105 -208.029 -91.7795
391.723 -208.031 -92.0597
393.916 -208.039 -95.1992
392.566 -208.042 -97.4631
391.723 -208.031 -92.0597
401.402 -208.062 -104.593
393.916 -208.039 -95.1992
401.964 -208.047 -96.2478
401.402 -208.062 -104.593
393.973 -208.054 -103.375
393.916 -208.039 -95.1992
392.566 -208.042 -97.4631
393.916 -208.039 -95.1992
393.973 -208.054 -103.375
